,age,gender,height_cm,weight_kg,body fat_%
7109,23.0,M,163.1,70.3,23.2
7110,28.0,M,175.0,61.1,17.2
7111,57.0,F,151.4,58.9,33.7
7112,27.0,M,177.3,75.88,15.4
7113,40.0,M,169.1,66.7,26.2
7114,34.0,M,176.8,75.3,19.8
7115,52.0,F,170.6,67.9,25.7
7116,23.0,F,161.7,58.4,21.6
7117,21.0,F,157.3,57.9,29.8
7118,25.0,M,175.8,84.6,28.8
7119,61.0,M,172.9,75.0,23.7
7120,27.0,F,161.0,52.6,21.7
7121,30.0,M,174.4,68.6,12.3
7122,24.0,F,155.4,48.0,30.2
7123,48.0,F,155.4,51.02,27.9
7124,63.0,F,151.4,45.8,16.2
7125,28.0,M,170.9,78.8,20.8
7126,31.0,M,180.3,73.3,14.5
7127,60.0,M,171.7,77.6,15.5
7128,45.0,M,187.5,108.1,27.0
7129,23.0,M,172.0,88.7,27.0
7130,49.0,M,166.5,69.1,18.1
7131,64.0,M,169.2,76.6,17.3
7132,26.0,M,167.3,71.8,15.0
7133,64.0,F,157.0,56.7,35.3
7134,21.0,F,156.9,60.6,25.8
7135,24.0,M,178.6,88.2,24.0
7136,43.0,M,176.4,75.1,24.3
7137,28.0,M,175.3,82.8,23.0
7138,41.0,F,158.2,55.2,25.7
7139,26.0,M,178.0,67.4,17.6
7140,51.0,M,174.3,59.1,14.4
7141,40.0,M,176.5,72.8,13.8
7142,35.0,M,174.3,65.9,16.4
7143,39.0,M,179.3,86.7,25.5
7144,52.0,F,149.4,50.7,28.4
7145,28.0,M,175.2,79.0,23.2
7146,50.0,M,170.9,90.0,31.8
7147,48.0,M,164.0,54.5,16.8
7148,24.0,M,182.0,88.2,18.1
7149,38.0,M,171.3,65.1,15.8
7150,63.0,M,162.4,62.4,25.7
7151,56.0,F,153.5,46.3,20.0
7152,58.0,M,170.7,70.0,22.5
7153,41.0,M,184.3,78.7,15.3
7154,52.0,F,156.2,64.5,32.6
7155,22.0,M,174.8,74.0,20.4
7156,22.0,M,182.5,82.0,16.1
7157,34.0,M,175.7,80.0,23.9
7158,29.0,M,174.6,71.4,14.6
7159,27.0,M,176.6,75.8,10.7
7160,31.0,F,163.6,61.8,36.0
7161,40.0,M,181.0,73.8,13.2
7162,28.0,M,177.7,84.9,13.7
7163,29.0,F,157.6,48.8,32.1
7164,22.0,M,177.4,84.5,9.2
7165,21.0,F,162.2,55.3,24.9
7166,51.0,F,156.8,64.5,37.1
7167,25.0,M,187.1,86.5,8.9
7168,34.0,M,176.4,89.8,16.8
7169,63.0,F,158.3,54.76,28.9
7170,43.0,M,166.3,73.0,29.2
7171,25.0,F,163.1,53.2,27.8
7172,41.0,F,152.8,48.62,23.2
7173,28.0,M,165.3,69.5,21.9
7174,23.0,F,159.2,47.7,26.0
7175,28.0,M,171.4,72.2,14.2
7176,31.0,M,173.5,88.2,22.9
7177,55.0,M,178.0,65.9,15.6
7178,41.0,M,177.9,85.9,13.6
7179,57.0,M,163.2,61.2,26.4
7180,52.0,F,165.0,51.6,27.8
7181,22.0,F,156.9,49.2,21.1
7182,44.0,F,158.5,66.9,31.3
7183,55.0,M,175.9,74.2,15.9
7184,57.0,F,161.3,57.4,28.2
7185,26.0,M,179.9,76.4,14.3
7186,56.0,M,167.0,65.9,24.8
7187,46.0,M,167.2,68.8,24.5
7188,28.0,F,167.5,58.7,21.9
7189,22.0,M,165.1,60.1,12.2
7190,41.0,M,170.1,60.6,14.4
7191,33.0,M,163.5,54.8,18.5
7192,32.0,M,191.7,90.2,11.0
7193,59.0,M,168.1,66.3,15.6
7194,27.0,M,168.0,70.8,12.5
7195,22.0,M,184.6,90.6,23.3
7196,27.0,M,186.7,75.8,16.2
7197,22.0,F,160.3,49.5,27.2
7198,28.0,F,162.2,55.3,30.2
7199,31.0,M,174.1,76.9,20.2
7200,28.0,M,168.7,86.2,35.7
7201,26.0,M,177.3,78.4,17.0
7202,41.0,M,179.0,85.5,24.3
7203,22.0,M,170.0,66.0,17.9
7204,23.0,M,175.1,72.7,15.8
7205,34.0,M,174.3,57.8,18.5
7206,60.0,M,174.0,73.3,22.9
7207,22.0,M,157.8,62.2,20.0
7208,40.0,M,185.6,79.4,15.6
7209,29.0,M,181.1,84.44,21.0
7210,21.0,F,158.9,65.2,39.4
7211,60.0,M,165.0,55.7,20.8
7212,24.0,M,176.0,78.4,21.3
7213,54.0,M,161.6,59.3,17.6
7214,60.0,M,162.1,66.3,24.2
7215,51.0,M,168.9,70.4,26.3
7216,29.0,M,170.5,66.8,19.0
7217,21.0,M,171.2,71.8,25.8
7218,61.0,M,169.7,65.1,21.3
7219,58.0,F,163.5,62.0,34.7
7220,49.0,M,173.2,76.1,28.4
7221,37.0,M,181.0,84.7,16.6
7222,50.0,F,168.2,56.5,31.6
7223,28.0,M,169.7,78.0,32.7
7224,42.0,M,173.1,68.6,18.6
7225,24.0,M,176.3,78.04,20.9
7226,60.0,M,171.3,65.0,12.6
7227,32.0,M,174.2,77.9,20.3
7228,24.0,M,178.5,84.4,23.1
7229,21.0,F,158.2,58.6,30.7
7230,31.0,M,174.3,72.7,11.4
7231,27.0,F,166.4,53.6,23.5
7232,25.0,F,160.0,48.9,22.1
7233,55.0,M,163.7,66.9,21.7
7234,43.0,M,167.1,61.3,18.4
7235,27.0,M,174.6,66.3,13.3
7236,26.0,M,168.1,68.2,13.8
7237,29.0,M,162.2,73.2,20.0
7238,26.0,F,168.9,59.9,30.1
7239,29.0,M,181.6,74.94,17.7
7240,24.0,M,168.4,64.74,14.8
7241,42.0,M,176.8,76.7,26.1
7242,21.0,M,178.0,71.7,20.4
7243,22.0,F,163.0,51.5,23.7
7244,57.0,F,152.4,55.2,31.0
7245,21.0,M,174.2,74.1,19.7
7246,22.0,M,167.7,71.4,19.9
7247,37.0,M,178.5,75.0,15.4
7248,23.0,M,169.5,77.1,24.7
7249,60.0,F,156.5,55.1,35.6
7250,32.0,M,173.2,71.0,14.7
7251,28.0,M,175.9,80.8,25.0
7252,52.0,F,151.4,59.6,39.6
7253,60.0,F,152.9,51.3,28.8
7254,46.0,M,176.7,68.6,19.8
7255,62.0,M,168.1,73.9,17.5
7256,29.0,M,174.6,69.4,21.9
7257,30.0,M,185.4,88.6,17.6
7258,27.0,M,177.5,77.6,23.1
7259,21.0,F,160.2,56.86,16.4
7260,25.0,F,166.2,60.9,26.5
7261,34.0,M,170.7,53.7,11.6
7262,59.0,F,152.5,52.3,31.8
7263,43.0,M,163.8,72.5,22.7
7264,24.0,M,178.3,67.1,9.7
7265,45.0,F,159.2,51.2,15.3
7266,43.0,F,158.3,54.0,19.1
7267,28.0,M,182.6,71.7,10.2
7268,53.0,F,158.8,62.9,30.1
7269,41.0,M,169.3,54.4,24.9
7270,22.0,M,172.1,63.8,11.2
7271,24.0,M,179.6,65.6,13.9
7272,50.0,M,173.2,84.1,32.0
7273,21.0,M,168.8,58.9,16.6
7274,56.0,F,169.0,62.9,29.5
7275,25.0,M,168.3,72.4,16.9
7276,42.0,M,171.7,70.5,21.1
7277,61.0,F,155.5,53.8,30.4
7278,46.0,M,165.8,65.0,14.7
7279,30.0,M,168.4,56.5,15.2
7280,25.0,F,158.9,51.8,28.3
7281,49.0,F,158.3,55.3,20.5
7282,21.0,F,163.5,47.5,19.0
7283,56.0,M,167.0,72.2,24.8
7284,32.0,M,181.2,87.0,24.0
7285,29.0,F,157.2,47.9,22.7
7286,22.0,F,159.3,52.6,26.9
7287,62.0,M,162.0,73.1,34.7
7288,21.0,M,181.9,76.6,24.4
7289,33.0,F,163.5,50.1,20.9
7290,55.0,M,171.3,82.34,26.3
7291,44.0,F,165.7,57.1,21.3
7292,23.0,M,177.1,66.7,13.0
7293,49.0,M,168.1,64.1,18.9
7294,22.0,M,172.8,73.8,20.5
7295,41.0,F,164.1,67.0,36.5
7296,51.0,F,155.7,50.4,24.5
7297,26.0,M,175.3,70.0,19.3
7298,43.0,F,157.0,54.0,23.2
7299,27.0,M,176.9,98.8,27.3
7300,26.0,F,168.7,59.1,24.3
7301,63.0,F,151.0,55.0,32.7
7302,24.0,M,181.6,75.82,3.5
7303,22.0,M,172.8,64.7,18.9
7304,37.0,F,159.4,53.8,19.9
7305,31.0,M,178.8,97.0,27.4
7306,29.0,F,160.7,48.4,22.8
7307,30.0,M,169.4,73.9,20.3
7308,52.0,F,154.5,54.4,37.0
7309,53.0,M,172.2,59.5,22.2
7310,21.0,F,172.4,67.7,22.5
7311,29.0,F,156.7,52.2,26.2
7312,41.0,F,159.6,53.5,30.6
7313,23.0,M,174.2,67.0,16.2
7314,60.0,M,165.9,76.8,24.6
7315,32.0,M,182.4,91.7,23.7
7316,55.0,M,171.1,76.4,24.2
7317,34.0,M,166.4,63.2,22.3
7318,51.0,F,157.2,46.3,17.1
7319,26.0,M,169.4,69.7,23.7
7320,35.0,M,178.7,82.5,22.2
7321,28.0,M,169.6,69.6,28.75584
7322,23.0,M,177.4,73.62,12.2
7323,23.0,F,161.3,66.4,35.9
7324,39.0,M,181.5,70.1,13.2
7325,21.0,F,173.7,62.5,22.7
7326,22.0,F,153.2,58.6,22.7
7327,49.0,M,170.3,89.1,26.1
7328,25.0,M,171.7,73.8,17.9
7329,21.0,M,170.0,61.7,18.1
7330,28.0,F,160.7,63.0,33.1
7331,60.0,M,170.0,76.0,23.9
7332,24.0,F,162.3,59.3,29.7
7333,33.0,M,184.9,104.3,27.5
7334,62.0,M,164.2,68.96,21.3
7335,60.0,M,169.4,68.0,15.9
7336,27.0,F,165.5,67.6,22.0
7337,37.0,M,177.0,74.0,18.5
7338,29.0,F,168.8,63.82,18.8
7339,32.0,M,170.4,77.5,19.1
7340,21.0,F,170.3,63.2,21.5
7341,50.0,F,161.5,52.0,17.9
7342,25.0,F,164.5,68.5,38.7
7343,50.0,F,163.7,58.2,25.6
7344,26.0,F,161.6,53.3,19.02328
7345,33.0,M,175.6,72.9,16.9
7346,26.0,M,167.0,60.0,12.6
7347,59.0,F,162.6,52.98,24.5
7348,30.0,M,173.0,86.5,23.5
7349,30.0,F,161.9,46.8,19.4
7350,58.0,F,168.6,92.9,45.0
7351,29.0,F,163.8,46.7,21.8
7352,25.0,M,170.8,83.9,25.3
7353,26.0,M,181.8,82.56,23.9
7354,28.0,M,176.7,85.8,25.7
7355,45.0,F,165.5,54.1,21.5
7356,37.0,M,180.2,77.2,24.4
7357,60.0,M,172.4,66.5,26.5
7358,46.0,M,172.3,56.3,32.0
7359,52.0,F,160.0,60.5,33.5
7360,29.0,F,157.3,45.3,23.6
7361,24.0,M,187.6,69.5,7.5
7362,28.0,M,175.2,67.2,14.5
7363,35.0,M,168.1,85.6,28.0
7364,63.0,M,173.0,78.0,23.7
7365,60.0,M,171.6,73.5,20.7
7366,50.0,M,178.2,88.4,23.4
7367,52.0,M,157.8,62.9,22.0
7368,57.0,F,156.8,60.9,36.2
7369,23.0,M,170.1,62.2,9.8
7370,62.0,M,163.3,59.84,17.9
7371,31.0,M,170.6,68.3,25.8
7372,53.0,M,167.7,100.1,39.9
7373,45.0,F,156.6,60.6,29.7
7374,33.0,F,167.4,69.9,36.4
7375,44.0,M,172.6,75.9,20.6
7376,28.0,M,178.7,81.9,26.9
7377,25.0,M,171.6,67.1,12.5
7378,33.0,F,163.5,58.1,22.6
7379,50.0,F,155.7,87.3,46.0
7380,36.0,F,164.8,58.8,25.8
7381,22.0,M,179.1,74.7,13.2
7382,29.0,F,163.5,52.2,22.8
7383,43.0,M,175.4,81.8,24.0
7384,22.0,M,173.5,71.18,18.4
7385,27.0,M,181.1,60.9,10.8
7386,22.0,M,175.9,90.7,21.4
7387,23.0,M,181.0,69.4,10.0
7388,23.0,M,173.6,85.7,23.7
7389,64.0,M,174.6,65.3,17.2
7390,60.0,M,179.9,81.3,24.6
7391,40.0,F,154.9,48.8,24.9
7392,36.0,M,179.2,79.5,16.7
7393,64.0,M,170.7,62.2,20.3
7394,25.0,M,177.5,69.7,12.5
7395,64.0,M,172.1,72.88,21.8
7396,60.0,F,152.3,52.5,26.5
7397,60.0,F,155.8,69.0,38.8
7398,23.0,F,159.8,52.7,17.0
7399,30.0,M,170.6,70.7,21.4
7400,24.0,M,179.6,80.9,28.6
7401,31.0,M,173.7,78.4,25.4
7402,56.0,F,158.7,63.7,35.5
7403,60.0,M,168.6,81.7,22.6
7404,26.0,M,179.4,73.8,16.7
7405,56.0,F,162.1,55.1,28.3
7406,55.0,F,154.7,50.6,19.9
7407,41.0,M,176.9,71.1,26.9
7408,48.0,M,159.7,59.4,18.9
7409,33.0,F,166.0,58.1,25.2
7410,47.0,M,172.8,81.7,24.8
7411,21.0,F,160.3,61.0,36.0
7412,57.0,F,154.0,59.6,40.8
7413,28.0,M,170.6,74.9,21.8
7414,30.0,F,164.1,50.9,18.2
7415,50.0,M,166.7,68.8,22.9
7416,58.0,M,174.0,69.6,19.3
7417,30.0,F,164.2,58.9,35.8
7418,25.0,F,163.1,53.4,25.4
7419,37.0,F,168.2,54.1,28.4
7420,29.0,F,166.3,53.6,27.2
7421,27.0,M,165.3,63.1,14.1
7422,35.0,F,166.6,64.4,29.1
7423,30.0,M,179.8,80.6,22.5
7424,28.0,M,179.7,69.9,14.1
7425,38.0,F,171.4,56.3,29.6
7426,39.0,F,162.2,54.4,19.1
7427,53.0,M,173.7,64.7,12.8
7428,28.0,M,178.4,71.0,14.6
7429,59.0,M,165.4,70.2,25.6
7430,60.0,F,155.6,55.4,33.5
7431,24.0,F,159.9,52.7,21.4
7432,26.0,M,169.7,58.5,13.0
7433,60.0,M,174.6,70.4,23.7
7434,58.0,F,157.9,67.9,41.8
7435,28.0,M,176.7,93.8,38.9
7436,32.0,M,176.9,78.3,12.9
7437,22.0,F,169.1,62.6,24.3
7438,39.0,F,152.3,57.6,34.6
7439,48.0,M,168.0,76.3,23.8
7440,29.0,F,161.3,52.0,19.3
7441,32.0,F,158.8,55.9,28.8
7442,39.0,F,150.2,60.9,37.0
7443,26.0,M,177.0,69.5,11.2
7444,63.0,M,168.2,67.8,23.0
7445,49.0,M,172.1,80.6,17.2
7446,22.0,M,170.8,86.9,29.4
7447,21.0,M,169.0,70.56,19.5
7448,38.0,F,156.2,46.4,28.7
7449,56.0,F,155.9,50.7,29.9
7450,60.0,M,169.8,77.5,29.3
7451,58.0,F,165.4,65.6,35.4
7452,62.0,F,161.2,58.1,32.1
7453,21.0,F,158.4,51.7,28.4
7454,57.0,M,168.1,68.2,23.3
7455,62.0,F,154.5,47.0,27.2
7456,22.0,M,171.9,54.8,17.7
7457,22.0,M,184.0,83.2,17.1
7458,35.0,M,177.8,75.7,16.2
7459,43.0,F,158.6,53.4,22.5
7460,22.0,F,156.0,53.0,30.1
7461,32.0,M,171.5,71.9,15.5
7462,40.0,M,164.2,77.0,28.1
7463,38.0,M,174.3,74.3,14.0
7464,24.0,F,166.8,65.8,28.8
7465,22.0,F,158.7,56.7,30.1
7466,52.0,M,166.0,73.3,20.6
7467,31.0,M,176.0,82.5,25.3
7468,21.0,M,179.7,73.6,32.7
7469,51.0,F,152.8,70.1,37.4
7470,36.0,M,176.5,73.0,32.2
7471,25.0,M,184.0,88.1,20.7
7472,51.0,F,150.0,62.3,34.4
7473,25.0,M,181.7,85.22,16.1
7474,61.0,F,160.0,59.4,33.8
7475,27.0,M,170.5,64.6,22.9
7476,50.0,M,179.3,85.0,21.1
7477,22.0,M,176.1,70.1,11.7
7478,38.0,M,176.5,77.9,17.5
7479,32.0,M,178.1,64.0,14.5
7480,27.0,F,161.5,53.1,14.6
7481,24.0,F,158.5,55.7,29.2
7482,31.0,M,173.0,83.8,34.9
7483,38.0,F,164.7,62.8,31.24232
7484,44.0,M,181.4,100.08,23.7
7485,55.0,M,170.0,73.6,20.5
7486,21.0,F,171.8,70.8,28.2
7487,59.0,F,147.5,53.7,37.1
7488,26.0,M,177.5,83.5,24.3
7489,63.0,M,164.0,56.5,19.7
7490,21.0,M,169.1,63.0,18.4
7491,39.0,M,171.2,69.9,20.7
7492,40.0,F,161.5,54.1,22.9
7493,28.0,M,166.5,62.8,22.5
7494,22.0,M,179.3,61.2,14.2
7495,30.0,F,156.2,52.8,28.2
7496,31.0,M,164.3,62.9,22.8
7497,24.0,F,169.3,75.2,25.3
7498,21.0,M,173.9,76.7,19.3
7499,22.0,F,162.9,51.56,26.2
7500,49.0,F,162.5,63.3,28.6
7501,25.0,F,159.2,51.0,31.0
7502,62.0,M,166.1,76.5,29.0
7503,50.0,F,155.1,55.7,32.2
7504,28.0,M,166.9,65.6,12.7
7505,33.0,M,167.9,78.4,15.59514
7506,22.0,M,171.0,81.7,26.5
7507,21.0,M,172.9,59.4,11.0
7508,32.0,M,172.7,68.34,15.3
7509,57.0,F,155.0,57.14,36.5
7510,21.0,M,178.4,72.2,12.3
7511,64.0,F,151.0,55.3,29.7
7512,48.0,M,169.6,66.1,20.8
7513,22.0,M,175.1,76.2,25.0
7514,57.0,M,174.1,68.9,18.0
7515,37.0,M,172.8,80.8,25.3
7516,49.0,M,172.8,65.2,12.8
7517,56.0,F,157.5,67.2,33.0
7518,39.0,M,170.7,71.7,18.1
7519,26.0,M,171.7,71.3,18.9
7520,38.0,M,165.1,70.7,24.0
7521,63.0,F,152.7,50.0,21.2
7522,24.0,M,174.0,75.5,11.3
7523,33.0,M,188.6,90.3,17.2
7524,52.0,M,175.2,65.1,18.2
7525,62.0,F,154.9,42.4,17.7
7526,56.0,M,164.0,73.8,24.3
7527,41.0,F,152.7,50.1,24.5
7528,21.0,M,173.7,79.5,18.3
7529,29.0,M,183.0,88.2,18.5
7530,51.0,M,166.1,70.5,29.6
7531,24.0,F,165.7,52.5,19.7
7532,22.0,M,176.1,88.2,20.1
7533,23.0,M,172.4,80.3,22.2
7534,61.0,M,170.0,82.2,29.1
7535,28.0,M,176.1,76.7,16.9
7536,24.0,M,177.4,73.5,22.1
7537,28.0,M,180.3,80.1,21.1
7538,39.0,M,186.9,82.3,20.1
7539,59.0,F,154.3,76.1,48.0
7540,26.0,M,182.5,71.68,11.0
7541,32.0,F,170.8,71.5,22.9
7542,60.0,M,164.0,64.7,29.6
7543,33.0,M,179.0,75.7,21.9
7544,42.0,M,176.9,77.0,16.4
7545,43.0,M,174.4,91.4,31.4
7546,34.0,M,166.5,50.6,5.8
7547,27.0,F,161.1,58.2,33.7
7548,60.0,M,154.0,58.2,28.1
7549,25.0,M,169.8,70.0,16.9
7550,21.0,F,163.7,31.9,31.9
7551,28.0,M,178.4,83.3,11.6
7552,21.0,M,169.0,66.1,14.4
7553,46.0,M,173.0,68.3,21.1
7554,59.0,M,171.8,82.0,28.0
7555,26.0,M,170.7,61.5,12.4
7556,22.0,M,177.5,82.2,23.1
7557,25.0,F,159.0,58.5,27.0
7558,25.0,M,171.5,73.18,11.4
7559,36.0,M,172.5,71.8,16.4
7560,61.0,M,171.8,83.1,25.9
7561,32.0,M,175.7,72.2,13.8
7562,32.0,F,171.7,56.0,22.5
7563,40.0,M,176.4,72.4,13.4
7564,28.0,M,175.1,79.7,27.1
7565,63.0,F,150.1,68.4,43.0
7566,57.0,F,149.2,62.2,37.3
7567,38.0,F,154.2,46.3,19.3
7568,63.0,F,160.3,54.5,29.6
7569,40.0,M,173.3,78.3,24.2
7570,55.0,M,172.3,56.28,19.2
7571,45.0,F,158.3,55.4,33.9
7572,28.0,M,163.4,85.9,25.5
7573,25.0,M,182.5,79.8,12.9
7574,51.0,F,155.9,56.0,35.0
7575,46.0,M,176.5,70.0,16.1
7576,57.0,F,163.5,57.1,33.6
7577,36.0,M,178.2,72.3,16.5
7578,38.0,M,181.3,71.2,5.8
7579,27.0,M,175.5,63.3,12.0
7580,37.0,F,161.8,53.8,31.8
7581,21.0,M,176.0,87.7,27.5
7582,38.0,F,168.0,63.6,25.7
7583,60.0,M,169.8,67.9,27.5
7584,24.0,M,178.9,90.4,31.4
7585,28.0,F,165.0,61.44,30.6
7586,61.0,M,165.2,71.6,23.7
7587,31.0,M,173.3,77.4,20.2
7588,31.0,M,188.4,92.4,30.3
7589,21.0,M,165.0,61.9,18.4
7590,38.0,M,166.9,67.0,17.9
7591,45.0,M,171.5,76.7,23.2
7592,56.0,F,153.7,50.7,31.6
7593,55.0,M,168.0,65.0,21.7
7594,24.0,F,159.9,47.7,33.0
7595,44.0,F,153.8,49.7,29.8
7596,38.0,F,162.9,49.22,21.8
7597,30.0,M,166.6,66.08,14.4
7598,21.0,F,165.1,53.4,24.1
7599,36.0,M,166.6,64.3,18.5
7600,64.0,F,158.0,61.9,34.2
7601,47.0,M,166.6,59.7,15.0
7602,41.0,M,181.6,93.5,22.3
7603,24.0,M,172.0,72.0,15.6
7604,22.0,F,154.0,57.08,34.0
7605,23.0,F,167.1,67.4,30.0
7606,24.0,F,166.0,64.4,32.3
7607,43.0,M,177.0,81.2,24.2
7608,53.0,F,148.1,48.0,29.8
7609,42.0,F,160.5,73.7,39.3
7610,25.0,F,158.9,45.6,22.7
7611,61.0,F,157.9,54.0,25.9
7612,60.0,F,157.5,47.4,25.1
7613,22.0,M,179.7,72.2,8.4
7614,24.0,F,162.9,49.6,17.0
7615,36.0,M,171.1,69.5,14.0
7616,27.0,F,166.6,70.0,29.0
7617,46.0,M,176.1,75.2,15.6
7618,22.0,F,166.5,63.6,28.4
7619,24.0,M,171.2,64.9,17.1
7620,25.0,F,163.9,55.9,28.9
7621,63.0,M,165.7,74.7,26.8
7622,63.0,F,161.0,60.9,27.1
7623,64.0,M,171.4,75.0,25.1
7624,22.0,M,184.6,90.6,12.6
7625,57.0,M,162.3,61.0,16.7
7626,30.0,M,178.7,83.6,16.8
7627,26.0,M,179.5,95.0,30.5
7628,22.0,M,175.7,71.4,11.2
7629,32.0,M,179.0,82.2,19.0
7630,24.0,M,181.3,77.2,15.9
7631,24.0,F,164.7,56.2,21.2
7632,41.0,F,164.5,61.0,34.1
7633,24.0,F,162.9,55.2,31.4
7634,37.0,M,181.0,76.1,14.8
7635,24.0,M,182.5,79.6,13.0
7636,58.0,M,174.1,71.96,25.7
7637,29.0,M,171.6,84.5,21.4
7638,24.0,M,177.0,76.7,16.1
7639,36.0,F,160.9,67.9,40.8
7640,64.0,M,169.8,69.2,18.5
7641,35.0,M,165.0,82.7,28.8
7642,25.0,F,167.0,61.3,32.5
7643,64.0,F,162.8,74.2,36.4
7644,38.0,M,172.2,79.2,24.6
7645,30.0,M,167.0,69.9,19.6
7646,29.0,M,168.0,73.5,19.4
7647,55.0,M,162.4,63.9,23.4
7648,21.0,M,181.2,95.4,26.0
7649,62.0,F,167.0,69.8,34.8
7650,30.0,M,170.0,50.3,13.9
7651,23.0,F,165.8,66.0,28.0
7652,22.0,M,179.9,74.1,16.0
7653,22.0,M,167.0,76.1,24.8
7654,25.0,M,172.6,63.9,16.4
7655,51.0,M,164.0,83.9,33.9
7656,60.0,M,166.1,72.7,22.6
7657,25.0,M,171.7,73.5,16.9
7658,27.0,M,178.5,81.3,18.3
7659,28.0,M,167.8,66.5,15.4
7660,30.0,M,178.0,81.1,25.3
7661,24.0,F,176.8,62.2,31.5
7662,36.0,M,181.4,88.9,17.7
7663,25.0,M,175.0,79.2,15.2
7664,64.0,F,155.8,45.4,21.7
7665,27.0,M,178.6,70.5,18.8
7666,38.0,M,174.2,81.2,18.8
7667,26.0,F,162.0,50.4,31.7
7668,21.0,M,184.7,80.2,19.9
7669,61.0,M,169.5,75.6,23.9
7670,61.0,M,168.4,75.5,30.2
7671,24.0,M,174.5,67.1,13.9
7672,25.0,M,181.0,77.9,13.5
7673,29.0,M,172.8,71.5,16.2
7674,60.0,M,157.1,47.0,15.7
7675,50.0,M,180.2,85.3,17.4
7676,58.0,F,160.1,64.6,31.3
7677,21.0,F,164.9,57.1,33.3
7678,34.0,M,173.4,70.04,19.9
7679,31.0,M,177.7,74.0,14.1
7680,28.0,F,167.8,61.6,24.2
7681,64.0,F,156.8,58.8,43.5
7682,34.0,M,180.3,74.9,18.3
7683,58.0,M,175.0,81.9,21.0
7684,22.0,M,178.1,73.6,17.4
7685,48.0,M,176.5,66.1,8.1
7686,60.0,F,162.8,54.4,24.6
7687,30.0,M,174.3,77.86,24.9
7688,47.0,M,168.0,63.2,12.7
7689,27.0,F,154.3,57.6,32.9
7690,24.0,F,169.3,60.9,18.2
7691,62.0,F,148.3,51.8,27.3
7692,30.0,M,176.1,84.2,14.6
7693,23.0,M,174.9,70.1,9.4
7694,58.0,F,147.6,45.4,33.0
7695,27.0,M,180.0,71.4,14.7
7696,51.0,M,168.2,67.6,29.3
7697,28.0,M,178.8,87.1,27.9
7698,25.0,M,172.2,60.0,12.8
7699,22.0,M,179.6,62.8,17.6
7700,36.0,M,177.1,80.0,19.4
7701,23.0,F,161.1,66.3,33.1
7702,47.0,F,160.0,59.6,32.4
7703,53.0,M,163.9,70.8,24.8
7704,39.0,F,164.9,60.6,26.6
7705,58.0,M,164.2,63.7,19.5
7706,57.0,F,154.5,57.8,32.7
7707,27.0,M,171.0,69.3,17.1
7708,34.0,M,172.8,73.1,19.9
7709,53.0,M,159.5,70.2,23.5
7710,49.0,F,151.4,55.7,32.6
7711,55.0,M,164.2,62.0,16.6
7712,25.0,M,173.9,69.1,18.7
7713,53.0,F,159.9,61.9,37.4
7714,26.0,F,158.8,44.5,22.3
7715,23.0,M,167.4,61.54,8.8
7716,25.0,M,164.8,67.0,16.8
7717,31.0,F,165.4,62.9,23.1
7718,30.0,F,158.6,54.2,26.3
7719,28.0,F,168.8,60.1,23.4
7720,23.0,M,180.2,77.5,9.1
7721,56.0,F,156.0,51.1,28.4
7722,21.0,M,179.0,62.5,11.4
7723,63.0,M,167.7,78.5,25.9
7724,26.0,M,173.0,65.6,13.1
7725,21.0,M,168.2,72.6,22.3
7726,39.0,F,161.5,50.5,28.7
7727,55.0,F,162.0,57.8,33.3
7728,47.0,M,169.6,70.2,22.1
7729,60.0,M,162.0,55.86,24.2
7730,24.0,F,148.2,44.7,23.1
7731,32.0,M,175.0,80.3,25.2
7732,58.0,M,168.7,69.4,27.2
7733,28.0,M,173.0,67.9,15.7
7734,47.0,M,169.4,83.0,28.7
7735,61.0,M,171.4,76.5,31.1
7736,33.0,F,162.2,51.8,28.0
7737,60.0,F,160.6,60.2,32.2
7738,64.0,M,172.1,70.6,22.0
7739,27.0,M,176.5,74.6,11.7
7740,21.0,F,165.3,51.1,23.1
7741,52.0,M,175.8,60.9,18.1
7742,24.0,M,169.4,67.3,16.6
7743,35.0,F,171.1,63.1,24.3
7744,39.0,M,172.7,71.0,23.4
7745,43.0,M,179.0,86.7,29.9
7746,58.0,F,154.7,51.0,26.4462
7747,24.0,M,176.5,82.3,13.8
7748,55.0,M,176.6,62.4,4.9
7749,50.0,M,172.9,92.9,32.0
7750,31.0,M,178.2,87.8,33.2
7751,52.0,F,156.6,58.4,29.9
7752,25.0,M,171.9,64.9,13.8
7753,21.0,F,167.3,76.1,41.2
7754,62.0,F,163.0,57.0,30.0
7755,30.0,M,173.3,79.1,23.2
7756,28.0,M,173.8,73.6,15.1
7757,26.0,F,158.4,60.4,31.79044
7758,30.0,M,167.1,76.92,25.6
7759,43.0,M,169.4,69.7,25.7
7760,25.0,M,182.7,84.2,25.4
7761,31.0,M,178.6,64.1,15.5
7762,31.0,M,175.9,68.8,11.9
7763,28.0,M,174.2,62.64,11.2
7764,24.0,F,164.0,57.0,28.8
7765,38.0,M,178.3,79.2,22.2
7766,24.0,M,177.8,70.1,7.3
7767,36.0,M,169.4,66.5,17.0
7768,48.0,F,158.1,62.3,34.0
7769,40.0,M,173.3,74.9,22.8
7770,25.0,M,183.2,66.6,11.7
7771,24.0,M,167.4,55.8,12.3
7772,51.0,F,159.0,69.6,35.3
7773,54.0,M,171.1,68.58,22.6
